ROK;MIESIAC;OW_NFZ;NIP_PODMIOTU;KOD_PRODUKTU_KONTRAKTOWEGO;KOD_PRODUKTU_JEDNOSTKOWEGO;KOD_TRYBU_PRZYJECIA;KOD_TRYBU_WYPISU;PLEC_PACJENTA;GRUPA_WIEKOWA_PACJENTA;PRZEDZIAL_DLUGOSCI_TRWANIA_HOSPITALIZACJI;LICZBA_HOSPITALIZACJI
2022;7;"05";"7272307029";"03.4530.030.02";"5.51.01.0015049";6;2;"M";"65 i wiecej";"3-5 dni";"<5"
2022;2;"13";"8631697084";"03.4450.240.02";"5.51.01.0013001";3;2;"K";"18-44";"6 i więcej dni";"5"
2022;2;"14";"5782517492";"03.4401.030.02";"5.51.01.0014050";2;6;"K";"0-17";"3-5 dni";"<5"
2022;10;"11";"9570730409";"03.4100.030.02";"5.51.01.0005073";6;2;"M";"65 i wiecej";"3-5 dni";"<5"
2022;5;"06";"8992919206";"03.4580.031.02";"5.51.01.0008080";6;1;"K";"65 i wiecej";"1-2 dni";"<5"
2022;12;"05";"7292242712";"03.4571.030.02";"5.51.01.0018008";6;1;"K";"0-17";"6 i więcej dni";"<5"
2022;9;"08";"7543106048";"03.4000.030.02";"5.51.01.0016006";3;2;"M";"65 i wiecej";"6 i więcej dni";"<5"
2022;10;"01";"8951645574";"03.4100.030.02";"5.51.01.0005056";3;2;"K";"65 i wiecej";"3-5 dni";"<5"
2022;7;"15";"7781350016";"03.4220.130.02";"5.51.01.0001048";3;2;"K";"18-44";"6 i więcej dni";"<5"
2022;6;"06";"6771694570";"03.4272.030.02";"5.51.01.0004018";3;1;"K";"45-64";"6 i więcej dni";"<5"
2022;6;"14";"5783104467";"03.4580.030.02";"5.51.01.0008081";3;2;"K";"45-64";"6 i więcej dni";"<5"
2022;10;"03";"7122410926";"03.4272.030.02";"5.51.01.0004006";3;1;"K";"18-44";"6 i więcej dni";"<5"
2022;6;"06";"9552268113";"03.4000.030.02";"5.51.01.0005094";6;1;"M";"65 i wiecej";"6 i więcej dni";"<5"
2022;9;"16";"8581797173";"03.4000.030.02";"5.51.01.0010058";2;2;"K";"45-64";"1-2 dni";"<5"
2022;2;"16";"9551489094";"03.4450.060.02";"5.51.01.0012013";6;1;"K";"18-44";"6 i więcej dni";"<5"
2022;7;"05";"8361081857";"03.4000.030.02";"5.51.01.0011082";3;2;"K";"65 i wiecej";"3-5 dni";"<5"
2022;12;"05";"7721877458";"03.4500.030.02";"5.51.01.0007016";3;4;"M";"65 i wiecej";"3-5 dni";"<5"
2022;2;"15";"7792033466";"03.4570.130.02";"5.51.01.0015033";6;1;"M";"45-64";"3-5 dni";"<5"
2022;10;"06";"6751199442";"03.4640.030.02";"5.51.01.0011108";6;1;"M";"45-64";"3-5 dni";"<5"
2022;11;"11";"5922222674";"03.4000.030.02";"5.51.01.0004048";3;2;"K";"65 i wiecej";"6 i więcej dni";"<5"
2022;10;"09";"6851950733";"03.4580.991.02";"5.51.01.0008015";6;2;"K";"45-64";"6 i więcej dni";"<5"
2022;1;"06";"6762083306";"03.4000.030.02";"5.51.01.0006105";3;1;"K";"65 i wiecej";"6 i więcej dni";"<5"
2022;10;"07";"8371507803";"03.4000.030.02";"5.51.01.0011082";2;1;"M";"65 i wiecej";"3-5 dni";"<5"
2022;12;"04";"9731025315";"03.4501.030.02";"5.51.01.0011015";3;2;"K";"0-17";"3-5 dni";"<5"
2022;11;"16";"8522198181";"03.4450.040.02";"5.51.01.0012030";6;1;"K";"18-44";"1-2 dni";"<5"
2022;5;"15";"6971598635";"03.4401.030.02";"5.51.01.0014006";3;1;"K";"0-17";"1-2 dni";"<5"
2022;4;"16";"8512537954";"03.4500.030.02";"5.51.01.0010003";6;1;"M";"65 i wiecej";"3-5 dni";"<5"
2022;12;"10";"8441786376";"03.4640.030.02";"5.51.01.0011104";6;2;"M";"45-64";"1-2 dni";"<5"
2022;12;"07";"5220002529";"03.4100.030.02";"5.51.01.0005094";6;2;"M";"65 i wiecej";"1-2 dni";"5"
2022;4;"13";"6631609127";"03.4500.030.02";"5.51.01.0007044";3;1;"K";"18-44";"3-5 dni";"<5"
2022;7;"15";"6211536551";"03.4000.030.02";"5.51.01.0005094";2;2;"K";"65 i wiecej";"6 i więcej dni";"<5"
2022;12;"06";"6792525795";"03.4501.030.02";"5.51.01.0018060";3;2;"K";"0-17";"3-5 dni";"<5"
2022;4;"12";"9691554118";"03.4500.030.02";"5.51.01.0007044";6;2;"K";"65 i wiecej";"3-5 dni";"<5"
2022;8;"15";"6080074563";"03.4401.030.02";"5.51.01.0014022";3;2;"M";"0-17";"3-5 dni";"6"
2022;7;"02";"8883117873";"03.4000.030.02";"5.51.01.0005094";2;2;"K";"65 i wiecej";"3-5 dni";"<5"
2022;7;"09";"8721907964";"03.4220.030.02";"5.51.01.0008100";6;2;"K";"65 i wiecej";"6 i więcej dni";"<5"
2022;9;"01";"8981816856";"03.4280.030.02";"5.51.01.0008100";6;2;"K";"65 i wiecej";"6 i więcej dni";"<5"
2022;5;"05";"7721877458";"03.4610.998.02";"5.51.01.0003056";3;2;"K";"65 i wiecej";"3-5 dni";"<5"
2022;5;"06";"5512124676";"03.4500.030.02";"5.51.01.0007036";3;2;"M";"18-44";"3-5 dni";"<5"
2022;7;"06";"7342631078";"03.4401.030.02";"5.51.01.0016043";3;2;"K";"0-17";"1-2 dni";"<5"
2022;6;"01";"6131480564";"03.4600.130.02";"5.51.01.0002102";6;1;"M";"65 i wiecej";"0 dni";"11"
2022;3;"07";"1132393221";"03.4000.030.02";"5.51.01.0001087";6;1;"K";"18-44";"6 i więcej dni";"<5"
2022;10;"05";"8361081857";"03.4130.030.02";"5.51.01.0011106";2;1;"K";"45-64";"6 i więcej dni";"<5"
2022;1;"10";"7181689321";"03.4240.998.02";"5.51.01.0016006";3;2;"M";"65 i wiecej";"6 i więcej dni";"<5"
2022;8;"14";"7393696739";"03.4610.030.02";"5.51.01.0003044";6;2;"K";"18-44";"1-2 dni";"<5"
2022;3;"08";"7511655556";"03.4000.030.02";"5.51.01.0010066";6;2;"K";"45-64";"3-5 dni";"<5"
2022;4;"07";"1132883801";"03.4240.010.02";"5.51.01.0009008";6;1;"K";"65 i wiecej";"1-2 dni";"<5"
2022;9;"13";"6551662705";"03.4500.030.02";"5.51.01.0001077";2;3;"K";"65 i wiecej";"1-2 dni";"<5"
2022;5;"01";"8842201447";"03.4500.030.02";"5.51.01.0006031";3;1;"K";"65 i wiecej";"6 i więcej dni";"<5"
2022;1;"02";"9561949580";"03.4020.030.02";"5.51.01.0010035";3;2;"M";"45-64";"3-5 dni";"<5"
2022;6;"09";"8151763728";"03.4220.030.02";"5.51.01.0001047";6;2;"K";"45-64";"3-5 dni";"<5"
2022;5;"07";"5250008057";"03.4540.030.02";"5.51.01.0012013";6;2;"K";"45-64";"3-5 dni";"<5"
2022;3;"13";"8641577743";"03.4580.030.02";"5.51.01.0008043";6;2;"K";"45-64";"1-2 dni";"<5"
2022;1;"05";"8361081857";"03.4000.030.02";"5.51.01.0011082";3;9;"K";"65 i wiecej";"0 dni";"<5"
2022;5;"15";"7811617330";"03.4070.998.02";"5.51.01.0016004";6;1;"K";"65 i wiecej";"0 dni";"<5"
2022;5;"15";"6971598635";"03.4600.030.02";"5.51.01.0002053";6;2;"M";"45-64";"0 dni";"<5"
2022;9;"01";"8981816856";"03.4341.030.02";"5.51.01.0001057";8;1;"K";"0-17";"6 i więcej dni";"<5"
2022;10;"06";"5491591851";"03.4000.030.02";"5.51.01.0010026";3;6;"K";"18-44";"0 dni";"<5"
2022;2;"06";"6771694570";"03.4100.030.02";"5.51.01.0005062";6;1;"K";"45-64";"0 dni";"<5"
2022;12;"05";"7292345599";"03.4540.030.02";"5.51.01.0006036";6;2;"K";"65 i wiecej";"1-2 dni";"<5"
2022;3;"01";"8992228560";"03.4100.030.02";"5.51.01.0005061";6;1;"M";"65 i wiecej";"1-2 dni";"<5"
2022;8;"01";"8842201447";"03.4450.050.02";"5.51.01.0012002";3;1;"K";"65 i wiecej";"3-5 dni";"<5"
2022;6;"07";"5250008057";"03.4240.998.02";"5.51.01.0008100";6;1;"K";"65 i wiecej";"3-5 dni";"7"
2022;6;"01";"6111213469";"03.4500.030.02";"5.51.01.0006083";3;2;"K";"65 i wiecej";"6 i więcej dni";"<5"
2022;12;"10";"8441784785";"03.4500.030.02";"5.51.01.0006093";6;2;"K";"18-44";"3-5 dni";"<5"
2022;3;"05";"7321003187";"03.4580.991.02";"5.51.01.0008015";6;2;"K";"65 i wiecej";"3-5 dni";"<5"
2022;10;"05";"7292242712";"03.4450.060.02";"5.51.01.0013014";6;1;"K";"18-44";"6 i więcej dni";"10"
2022;2;"02";"5542231069";"03.4560.030.02";"5.51.01.0005009";3;2;"M";"65 i wiecej";"6 i więcej dni";"<5"
2022;10;"12";"6351572989";"03.4500.030.02";"5.51.01.0015066";6;2;"K";"65 i wiecej";"1-2 dni";"<5"
2022;12;"05";"7751058587";"03.4450.040.02";"5.51.01.0012015";6;1;"K";"45-64";"1-2 dni";"<5"
2022;9;"12";"5771744296";"03.4500.030.02";"5.51.01.0007044";6;2;"K";"18-44";"3-5 dni";"<5"
2022;8;"01";"8992227939";"03.4281.030.02";"5.51.01.0014020";6;2;"K";"0-17";"1-2 dni";"<5"
2022;9;"16";"9551908958";"03.4640.998.02";"5.51.01.0011043";6;1;"M";"45-64";"1-2 dni";"<5"
2022;8;"16";"6731857008";"03.4000.030.02";"5.51.01.0004028";3;2;"M";"65 i wiecej";"6 i więcej dni";"<5"
2022;8;"06";"6782680028";"03.4000.030.02";"5.51.01.0004048";3;2;"M";"65 i wiecej";"6 i więcej dni";"<5"
2022;4;"07";"1132393221";"03.4600.030.02";"5.51.01.0002042";6;2;"K";"65 i wiecej";"1-2 dni";"<5"
2022;6;"13";"6581705655";"03.4050.030.02";"5.51.01.0006110";6;2;"M";"45-64";"6 i więcej dni";"<5"
2022;11;"06";"6751199442";"03.4020.030.02";"5.51.01.0010039";6;2;"K";"65 i wiecej";"6 i więcej dni";"<5"
2022;12;"01";"8992228956";"03.4030.030.02";"5.51.01.0010067";6;1;"M";"65 i wiecej";"6 i więcej dni";"<5"
2022;10;"16";"8522211119";"03.4450.060.02";"5.51.01.0006046";3;2;"K";"18-44";"3-5 dni";"<5"
2022;12;"07";"7582010430";"03.4220.030.02";"5.51.01.0001038";3;9;"K";"45-64";"3-5 dni";"<5"
2022;12;"02";"8883117873";"03.4450.050.02";"5.51.01.0012014";6;2;"K";"65 i wiecej";"0 dni";"15"
2022;6;"07";"7960012187";"03.4450.250.02";"5.51.01.0013003";3;2;"K";"18-44";"6 i więcej dni";"6"
2022;11;"09";"8161452585";"03.4401.030.02";"5.51.01.0014015";6;2;"K";"0-17";"1-2 dni";"<5"
2022;12;"07";"5220002529";"03.4580.998.02";"5.51.01.0008032";6;2;"M";"18-44";"6 i więcej dni";"<5"
2022;6;"07";"7960012187";"03.4100.030.02";"5.51.01.0005092";3;2;"M";"45-64";"3-5 dni";"<5"
2022;4;"12";"6271669770";"03.4000.030.02";"5.51.01.0009037";2;2;"K";"65 i wiecej";"3-5 dni";"<5"
2022;8;"12";"6262510567";"03.4500.030.02";"5.51.01.0006101";6;2;"M";"65 i wiecej";"3-5 dni";"<5"
2022;10;"06";"5491591851";"03.4000.030.02";"5.51.01.0004018";6;9;"M";"65 i wiecej";"6 i więcej dni";"<5"
2022;4;"03";"7122135822";"03.4580.930.02";"5.51.01.0008051";6;1;"K";"45-64";"6 i więcej dni";"<5"
2022;11;"07";"1180059744";"03.4500.030.02";"5.51.01.0007044";6;2;"M";"65 i wiecej";"3-5 dni";"<5"
2022;2;"07";"7960012187";"03.4500.030.02";"5.51.01.0007044";3;2;"M";"45-64";"6 i więcej dni";"<5"
2022;4;"01";"8862385315";"03.4220.030.02";"5.51.01.0001087";6;2;"K";"18-44";"1-2 dni";"<5"
2022;10;"05";"8321789610";"03.4450.070.02";"5.51.01.0012015";6;1;"K";"18-44";"0 dni";"<5"
2022;10;"09";"6851950733";"03.4020.030.02";"5.51.01.0010035";6;2;"K";"18-44";"3-5 dni";"<5"
2022;7;"12";"9542270611";"03.4130.030.02";"5.51.01.0007016";3;9;"K";"45-64";"6 i więcej dni";"<5"
2022;5;"07";"9521143675";"03.4571.030.02";"5.51.01.0018055";6;2;"M";"0-17";"1-2 dni";"<5"
2022;11;"07";"5242688913";"03.4050.030.02";"5.51.01.0006110";6;2;"K";"18-44";"0 dni";"<5"
2022;11;"15";"7642088098";"03.4401.030.02";"5.51.01.0014050";3;6;"K";"0-17";"6 i więcej dni";"<5"
2022;1;"07";"5691426619";"03.4000.030.02";"5.51.01.0005094";6;1;"M";"65 i wiecej";"6 i więcej dni";"<5"
2022;9;"06";"8711536472";"03.4580.991.02";"5.51.01.0008017";3;4;"M";"65 i wiecej";"6 i więcej dni";"<5"
2022;3;"06";"7361459982";"03.4580.030.02";"5.51.01.0008033";6;2;"K";"65 i wiecej";"3-5 dni";"<5"
2022;11;"11";"9570730409";"03.4071.030.02";"5.51.01.0014021";3;2;"M";"0-17";"0 dni";"<5"
2022;1;"15";"6971598635";"03.4600.998.02";"5.51.01.0002099";6;2;"M";"65 i wiecej";"6 i więcej dni";"<5"
2022;8;"06";"5250008057";"03.4640.998.02";"5.51.01.0011026";6;2;"K";"65 i wiecej";"6 i więcej dni";"<5"
2022;3;"05";"7260004820";"03.4000.030.02";"5.51.01.0005094";3;9;"M";"65 i wiecej";"6 i więcej dni";"<5"
2022;2;"05";"7251019093";"03.4050.030.02";"5.51.01.0007037";3;2;"K";"45-64";"0 dni";"<5"
2022;6;"07";"5250008057";"03.4050.998.02";"5.51.01.0006099";6;1;"K";"65 i wiecej";"6 i więcej dni";"<5"
2022;4;"12";"6422585351";"03.4100.030.02";"5.51.01.0005026";3;9;"M";"65 i wiecej";"6 i więcej dni";"<5"
2022;11;"05";"7691787666";"03.4000.030.02";"5.51.01.0004018";3;9;"K";"65 i wiecej";"6 i więcej dni";"<5"
2022;8;"10";"5451493579";"03.4500.030.02";"5.51.01.0006073";6;1;"M";"18-44";"3-5 dni";"<5"
2022;11;"15";"6222256387";"03.4580.030.02";"5.51.01.0008083";6;1;"M";"45-64";"1-2 dni";"<5"
2022;10;"14";"7392955802";"03.4640.030.02";"5.51.01.0011015";6;2;"M";"65 i wiecej";"1-2 dni";"<5"
2022;1;"15";"9950242030";"03.4580.032.02";"5.51.01.0008022";6;1;"M";"65 i wiecej";"1-2 dni";"<5"
2022;9;"05";"7292242712";"03.4401.030.02";"5.51.01.0014008";2;2;"M";"0-17";"6 i więcej dni";"<5"
2022;2;"06";"7361454039";"03.4100.030.02";"5.51.01.0005094";2;2;"M";"65 i wiecej";"6 i więcej dni";"<5"
2022;3;"06";"6783105119";"03.4450.250.02";"5.51.01.0013003";6;1;"K";"18-44";"6 i więcej dni";"6"
2022;9;"12";"6381522246";"03.4220.030.02";"5.51.01.0001047";3;2;"K";"65 i wiecej";"6 i więcej dni";"<5"
2022;3;"07";"5212932455";"03.4580.030.02";"5.51.01.0008083";3;2;"K";"45-64";"6 i więcej dni";"<5"
2022;11;"01";"9151523806";"03.4580.030.02";"5.51.01.0008043";6;2;"M";"45-64";"1-2 dni";"<5"
2022;8;"06";"7342631078";"03.4580.030.02";"5.51.01.0008033";6;2;"K";"45-64";"1-2 dni";"<5"
2022;7;"09";"8171750893";"03.4640.030.02";"5.51.01.0011104";3;1;"M";"65 i wiecej";"0 dni";"<5"
2022;12;"10";"7181689321";"03.4500.030.02";"5.51.01.0007043";6;1;"M";"65 i wiecej";"3-5 dni";"<5"
2022;9;"15";"7792033466";"03.4610.030.02";"5.51.01.0003016";6;2;"M";"65 i wiecej";"0 dni";"<5"
2022;10;"13";"6631609127";"03.4450.050.02";"5.51.01.0012013";6;2;"K";"65 i wiecej";"6 i więcej dni";"<5"
2022;8;"01";"8992228100";"03.4272.998.02";"5.51.01.0004028";3;2;"K";"65 i wiecej";"3-5 dni";"<5"
2022;9;"11";"5922222674";"03.4401.030.02";"5.51.01.0014003";3;1;"K";"0-17";"1-2 dni";"<5"
2022;12;"13";"8631697084";"03.4000.030.02";"5.51.01.0005094";2;9;"M";"65 i wiecej";"1-2 dni";"<5"
2022;7;"15";"7871807873";"03.4000.030.02";"5.51.01.0016006";3;1;"K";"65 i wiecej";"3-5 dni";"<5"
2022;8;"03";"8251711719";"03.4220.030.02";"5.51.01.0001047";2;2;"M";"65 i wiecej";"3-5 dni";"<5"
2022;10;"07";"5322044744";"03.4401.030.02";"5.51.01.0014035";2;1;"M";"0-17";"1-2 dni";"<5"
2022;8;"12";"6312504943";"03.4421.150.02";"5.51.01.0013025";5;2;"K";"0-17";"6 i więcej dni";"<5"
2022;1;"14";"7392954843";"03.4401.030.02";"5.51.01.0014005";3;1;"K";"0-17";"6 i więcej dni";"<5"
2022;11;"02";"5542231069";"03.4640.030.02";"5.51.01.0016060";3;2;"M";"65 i wiecej";"3-5 dni";"<5"
2022;10;"02";"5562239217";"03.4220.030.02";"5.51.01.0008058";6;2;"M";"65 i wiecej";"6 i więcej dni";"<5"
2022;7;"12";"6422585351";"03.4401.030.02";"5.51.01.0014050";3;1;"K";"0-17";"3-5 dni";"<5"
2022;11;"05";"7751058587";"03.4000.030.02";"5.51.01.0010027";6;1;"K";"65 i wiecej";"6 i więcej dni";"<5"
2022;7;"01";"6131480564";"03.4500.030.02";"5.51.01.0009033";6;1;"K";"65 i wiecej";"1-2 dni";"<5"
2022;9;"15";"7831516773";"03.4500.030.02";"5.51.01.0006082";3;2;"K";"18-44";"3-5 dni";"<5"
2022;7;"05";"8992919206";"03.4600.131.02";"5.51.01.0002101";6;2;"M";"65 i wiecej";"0 dni";"<5"
2022;11;"07";"7582010430";"03.4500.030.02";"5.51.01.0008114";2;2;"K";"45-64";"3-5 dni";"<5"
2022;2;"06";"6783105119";"03.4500.030.02";"5.51.01.0006072";2;1;"M";"18-44";"1-2 dni";"<5"
2022;6;"01";"6111213469";"03.4450.050.02";"5.51.01.0012013";2;1;"K";"45-64";"1-2 dni";"<5"
2022;11;"05";"7251730840";"03.4580.231.02";"5.51.01.0008014";6;1;"K";"65 i wiecej";"3-5 dni";"8"
2022;5;"08";"6751209442";"03.4100.130.02";"5.51.01.0005090";2;2;"K";"45-64";"3-5 dni";"<5"
2022;11;"05";"7752631681";"03.4580.030.02";"5.51.01.0008033";6;1;"K";"65 i wiecej";"1-2 dni";"<5"
2022;6;"11";"5911694694";"03.4401.030.02";"5.51.01.0014004";3;1;"K";"0-17";"3-5 dni";"<5"
2022;1;"09";"8132919313";"03.4200.030.02";"5.51.01.0016060";3;2;"K";"65 i wiecej";"3-5 dni";"<5"
2022;4;"08";"7491790304";"03.4450.050.02";"5.51.01.0012005";6;2;"K";"45-64";"3-5 dni";"<5"
2022;4;"07";"8371507803";"03.4580.030.02";"5.51.01.0008083";6;2;"M";"45-64";"1-2 dni";"5"
2022;8;"15";"7811618944";"03.4100.130.02";"5.51.01.0005090";8;2;"K";"65 i wiecej";"6 i więcej dni";"<5"
2022;6;"15";"7831516773";"03.4220.030.02";"5.51.01.0001047";3;2;"K";"65 i wiecej";"3-5 dni";"<5"
2022;11;"12";"6342848819";"03.4580.031.02";"5.51.01.0008033";6;2;"K";"45-64";"0 dni";"<5"
2022;6;"09";"7952066984";"03.4530.040.02";"5.51.01.0015066";6;2;"M";"65 i wiecej";"6 i więcej dni";"<5"
2022;8;"01";"6111213469";"03.4000.030.02";"5.51.01.0010027";2;9;"M";"65 i wiecej";"3-5 dni";"<5"
2022;8;"11";"5833162278";"03.4640.030.02";"5.51.01.0011106";3;2;"M";"45-64";"6 i więcej dni";"<5"
2022;10;"05";"7282246128";"03.4581.030.02";"5.51.01.0018059";6;2;"M";"0-17";"1-2 dni";"<5"
2022;7;"09";"5170119412";"03.4520.600.02";"5.51.01.0004003";6;2;"K";"0-17";"3-5 dni";"<5"
2022;12;"16";"3020002009";"03.4500.030.02";"5.51.01.0009033";6;2;"K";"65 i wiecej";"1-2 dni";"<5"
2022;11;"12";"9542269625";"03.4580.030.02";"5.51.01.0008063";6;2;"M";"18-44";"1-2 dni";"<5"
2022;3;"09";"8721907964";"03.4580.030.02";"5.51.01.0008084";3;2;"M";"18-44";"1-2 dni";"<5"
2022;8;"03";"9222292491";"03.4220.030.02";"5.51.01.0001067";6;1;"K";"45-64";"6 i więcej dni";"<5"
2022;9;"05";"6342582801";"03.4100.030.02";"5.51.01.0005016";3;2;"M";"65 i wiecej";"0 dni";"<5"
2022;1;"07";"5220002529";"03.4021.030.02";"5.51.01.0010066";6;2;"M";"0-17";"0 dni";"5"
2022;12;"12";"6260340173";"03.4100.030.02";"5.51.01.0005094";3;2;"K";"65 i wiecej";"3-5 dni";"6"
2022;1;"01";"8992228560";"03.4280.030.02";"5.51.01.0008104";6;2;"K";"65 i wiecej";"6 i więcej dni";"<5"
2022;12;"12";"6292115781";"03.4450.040.02";"5.51.01.0012004";6;1;"K";"65 i wiecej";"1-2 dni";"<5"
2022;12;"06";"6781015576";"03.4450.070.02";"5.51.01.0012014";6;2;"K";"18-44";"3-5 dni";"<5"
2022;4;"03";"9211645721";"03.4272.030.02";"5.51.01.0004046";3;2;"K";"65 i wiecej";"6 i więcej dni";"<5"
2022;12;"04";"9251723350";"03.4401.030.02";"5.51.01.0014011";3;2;"K";"0-17";"1-2 dni";"<5"
2022;1;"12";"5471839851";"03.4401.030.02";"5.51.01.0014022";6;6;"K";"0-17";"1-2 dni";"<5"
2022;9;"10";"5431771354";"03.4500.030.02";"5.51.01.0006014";6;2;"M";"45-64";"3-5 dni";"<5"
2022;1;"02";"8741484403";"03.4500.030.02";"5.51.01.0006046";3;9;"M";"65 i wiecej";"1-2 dni";"<5"
2022;11;"12";"9691608096";"03.4500.030.02";"5.51.01.0006083";3;2;"M";"18-44";"6 i więcej dni";"<5"
2022;5;"03";"7122410820";"03.4220.030.02";"5.51.01.0001087";6;1;"K";"65 i wiecej";"6 i więcej dni";"<5"
2022;5;"01";"6141530335";"03.4580.991.02";"5.51.01.0008014";6;3;"M";"45-64";"3-5 dni";"8"
2022;3;"02";"8883117873";"03.4500.030.02";"5.51.01.0008084";2;2;"M";"65 i wiecej";"6 i więcej dni";"<5"
2022;9;"16";"6711030263";"03.4000.030.02";"5.51.01.0011082";6;2;"K";"65 i wiecej";"6 i więcej dni";"<5"
2022;8;"01";"8981816856";"03.4530.040.02";"5.51.01.0015068";3;3;"K";"45-64";"1-2 dni";"<5"
2022;4;"07";"1181417683";"03.4100.030.02";"5.51.01.0005092";6;2;"M";"18-44";"3-5 dni";"<5"
2022;3;"15";"7781128565";"03.4421.150.02";"5.51.01.0013020";5;1;"M";"0-17";"3-5 dni";"5"
2022;10;"03";"9462146139";"03.4220.130.02";"5.51.01.0001048";2;2;"K";"45-64";"6 i więcej dni";"<5"
2022;11;"01";"8981816856";"03.4071.998.02";"5.51.01.0014028";3;2;"K";"0-17";"0 dni";"<5"
2022;6;"13";"6611959864";"03.4220.030.02";"5.51.01.0001087";3;2;"K";"45-64";"0 dni";"<5"
2022;12;"08";"7521428193";"03.4000.030.02";"5.51.01.0006099";3;2;"M";"65 i wiecej";"3-5 dni";"<5"
2022;4;"16";"8522211119";"03.4500.030.02";"5.51.01.0009032";6;2;"M";"65 i wiecej";"1-2 dni";"<5"
2022;9;"03";"7122414692";"03.4581.030.02";"5.51.01.0018051";6;2;"M";"0-17";"0 dni";"<5"
2022;12;"05";"7752631681";"03.4580.991.02";"5.51.01.0008014";6;1;"K";"45-64";"3-5 dni";"<5"
2022;9;"09";"6851950733";"03.4500.030.02";"5.51.01.0006037";6;2;"M";"18-44";"1-2 dni";"<5"
2022;10;"09";"6842120222";"03.4500.030.02";"5.51.01.0006072";6;1;"M";"18-44";"3-5 dni";"<5"
2022;1;"15";"6971598635";"03.4401.030.02";"5.51.01.0011106";3;2;"M";"0-17";"1-2 dni";"<5"
2022;9;"11";"5862286770";"03.4500.030.02";"5.51.01.0009034";6;1;"M";"45-64";"3-5 dni";"<5"
2022;2;"07";"7742411908";"03.4000.030.02";"5.51.01.0016006";6;1;"K";"65 i wiecej";"6 i więcej dni";"<5"
2022;1;"15";"7642088394";"03.4000.030.02";"5.51.01.0004028";3;2;"K";"45-64";"6 i więcej dni";"<5"
2022;12;"07";"7972019261";"03.4401.030.02";"5.51.01.0006100";2;1;"M";"0-17";"1-2 dni";"<5"
2022;5;"06";"5491591851";"03.4500.030.02";"5.51.01.0006066";3;1;"M";"65 i wiecej";"6 i więcej dni";"<5"
2022;9;"12";"9542274017";"03.4050.030.02";"5.51.01.0006036";3;2;"K";"65 i wiecej";"6 i więcej dni";"<5"
2022;2;"14";"8481630309";"03.4000.030.02";"5.51.01.0004059";3;2;"K";"65 i wiecej";"6 i więcej dni";"<5"
2022;3;"01";"6932175190";"03.4421.140.02";"5.51.01.0013025";5;1;"K";"0-17";"1-2 dni";"5"
