ROK;MIESIAC;OW_NFZ;NIP_PODMIOTU;KOD_PRODUKTU_KONTRAKTOWEGO;KOD_PRODUKTU_JEDNOSTKOWEGO;KOD_TRYBU_PRZYJECIA;KOD_TRYBU_WYPISU;PLEC_PACJENTA;GRUPA_WIEKOWA_PACJENTA;PRZEDZIAL_DLUGOSCI_TRWANIA_HOSPITALIZACJI;LICZBA_HOSPITALIZACJI
2022;10;"03";"5381594311";"03.4280.030.02";"5.51.01.0008104";3;2;"M";"18-44";"6 i więcej dni";"<5"
2022;3;"12";"6292115781";"03.4020.030.02";"5.51.01.0010066";2;2;"M";"18-44";"6 i więcej dni";"<5"
2022;8;"13";"9591291292";"03.4500.030.02";"5.51.01.0006109";6;2;"K";"65 i wiecej";"0 dni";"<5"
2022;11;"13";"6581705655";"03.4000.030.02";"5.51.01.0010035";3;1;"K";"65 i wiecej";"3-5 dni";"<5"
2022;5;"05";"7712295780";"03.4500.030.02";"5.51.01.0009028";3;2;"M";"18-44";"1-2 dni";"<5"
2022;4;"06";"6783105119";"03.4640.930.02";"5.51.01.0011026";6;2;"K";"65 i wiecej";"1-2 dni";"<5"
2022;11;"01";"8842201447";"03.4220.030.02";"5.51.01.0001066";2;1;"M";"18-44";"1-2 dni";"<5"
2022;9;"15";"7642088394";"03.4580.991.02";"5.51.01.0008013";3;3;"K";"65 i wiecej";"6 i więcej dni";"<5"
2022;10;"07";"7961704266";"03.4500.030.02";"5.51.01.0007037";6;1;"K";"65 i wiecej";"3-5 dni";"<5"
2022;3;"02";"5540312510";"03.4220.030.02";"5.51.01.0001031";2;2;"M";"65 i wiecej";"6 i więcej dni";"<5"
2022;11;"14";"8481630309";"03.4272.030.02";"5.51.01.0004028";3;9;"M";"65 i wiecej";"6 i więcej dni";"<5"
2022;11;"12";"6262510567";"03.4100.030.02";"5.51.01.0005050";3;2;"K";"65 i wiecej";"6 i więcej dni";"<5"
2022;3;"11";"5862286770";"03.4640.998.02";"5.51.01.0011104";6;2;"K";"65 i wiecej";"0 dni";"<5"
2022;6;"02";"8883117873";"03.4000.030.02";"5.51.01.0005094";3;2;"K";"65 i wiecej";"3-5 dni";"6"
2022;10;"02";"5540312510";"03.4500.030.02";"5.51.01.0008072";3;2;"M";"65 i wiecej";"6 i więcej dni";"<5"
2022;12;"07";"5252491419";"03.4000.030.02";"5.51.01.0004016";2;6;"M";"65 i wiecej";"6 i więcej dni";"<5"
2022;12;"15";"7781128565";"03.4401.030.02";"5.51.01.0004018";3;2;"M";"0-17";"3-5 dni";"<5"
2022;11;"02";"8792076803";"03.4000.030.02";"5.51.01.0011082";2;9;"K";"65 i wiecej";"1-2 dni";"<5"
2022;3;"14";"8481630309";"03.4421.150.02";"5.51.01.0013022";5;3;"M";"0-17";"0 dni";"<5"
2022;9;"15";"7772754458";"03.4100.030.02";"5.51.01.0005094";6;2;"K";"65 i wiecej";"1-2 dni";"<5"
2022;8;"11";"5811770007";"03.4580.030.02";"5.51.01.0008110";2;2;"M";"18-44";"3-5 dni";"<5"
2022;7;"07";"7582010430";"03.4000.030.02";"5.51.01.0006106";3;2;"K";"18-44";"6 i więcej dni";"<5"
2022;10;"01";"6921009016";"03.4100.030.02";"5.51.01.0005027";6;1;"M";"45-64";"3-5 dni";"<5"
2022;2;"11";"5833162278";"03.4051.030.02";"5.51.01.0014012";3;2;"K";"0-17";"1-2 dni";"<5"
2022;8;"08";"7531967997";"03.4580.030.02";"5.51.01.0008043";6;2;"K";"45-64";"0 dni";"<5"
2022;7;"09";"6871640438";"03.4000.030.02";"5.51.01.0006046";6;2;"M";"45-64";"1-2 dni";"<5"
2022;5;"02";"5571520586";"03.4450.040.02";"5.51.01.0012004";6;1;"K";"18-44";"0 dni";"<5"
2022;3;"06";"6762083306";"03.4000.030.02";"5.51.01.0011106";2;6;"M";"45-64";"6 i więcej dni";"<5"
2022;4;"12";"6342670310";"03.4220.130.02";"5.51.01.0001048";2;2;"M";"65 i wiecej";"6 i więcej dni";"<5"
2022;2;"06";"7352178657";"03.4421.150.02";"5.51.01.0013025";5;1;"K";"0-17";"3-5 dni";"23"
2022;6;"03";"5371960760";"03.4500.030.02";"5.51.01.0006072";6;1;"M";"45-64";"1-2 dni";"<5"
2022;12;"01";"6121542507";"03.4401.030.02";"5.51.01.0014021";3;1;"M";"0-17";"1-2 dni";"<5"
2022;6;"09";"8132892063";"03.4500.030.02";"5.51.01.0001076";2;2;"K";"65 i wiecej";"6 i więcej dni";"<5"
2022;10;"12";"6312658474";"03.4600.030.02";"5.51.01.0002084";6;2;"K";"45-64";"0 dni";"5"
2022;7;"07";"5220002529";"03.4610.030.02";"5.51.01.0003041";3;2;"M";"18-44";"3-5 dni";"<5"
2022;11;"06";"6772075248";"03.4220.030.02";"5.51.01.0001045";6;2;"M";"45-64";"6 i więcej dni";"<5"
2022;4;"08";"7542557814";"03.4540.998.02";"5.51.01.0006004";6;2;"K";"45-64";"1-2 dni";"<5"
2022;10;"01";"6151706942";"03.4401.030.02";"5.51.01.0014022";6;1;"K";"0-17";"3-5 dni";"<5"
2022;7;"01";"8862385261";"03.4421.160.02";"5.51.01.0013025";5;1;"K";"0-17";"6 i więcej dni";"<5"
2022;10;"15";"6991919769";"03.4000.030.02";"5.51.01.0004026";3;1;"K";"65 i wiecej";"6 i więcej dni";"<5"
2022;9;"11";"5862286770";"03.4500.030.02";"5.51.01.0006073";6;2;"M";"65 i wiecej";"1-2 dni";"<5"
2022;9;"16";"3020002009";"03.4500.030.02";"5.51.01.0006036";2;2;"K";"65 i wiecej";"1-2 dni";"<5"
2022;2;"01";"8942814132";"03.4500.030.02";"5.51.01.0006083";3;1;"K";"45-64";"6 i więcej dni";"<5"
2022;3;"05";"6342582801";"03.4401.030.02";"5.51.01.0014006";3;2;"K";"0-17";"3-5 dni";"<5"
2022;9;"11";"5891941823";"03.4000.030.02";"5.51.01.0004048";2;2;"K";"65 i wiecej";"6 i więcej dni";"<5"
2022;7;"15";"6671534335";"03.4272.030.02";"5.51.01.0004046";3;1;"M";"65 i wiecej";"3-5 dni";"<5"
2022;5;"15";"6681580495";"03.4000.030.02";"5.51.01.0011106";3;2;"M";"18-44";"3-5 dni";"<5"
2022;11;"12";"6342670310";"03.4421.150.02";"5.51.01.0013041";5;1;"K";"0-17";"6 i więcej dni";"<5"
2022;7;"11";"8421770610";"03.4000.030.02";"5.51.01.0010065";3;2;"K";"65 i wiecej";"6 i więcej dni";"<5"
2022;2;"15";"7842008454";"03.4610.030.02";"5.51.01.0003041";3;2;"K";"18-44";"6 i więcej dni";"<5"
2022;6;"03";"9191517717";"03.4000.030.02";"5.51.01.0005088";3;1;"K";"65 i wiecej";"6 i więcej dni";"<5"
2022;9;"12";"6482301274";"03.4401.030.02";"5.51.01.0014022";3;2;"M";"0-17";"3-5 dni";"<5"
2022;4;"08";"7491790304";"03.4000.030.02";"5.51.01.0006099";3;2;"M";"65 i wiecej";"3-5 dni";"<5"
2022;3;"01";"9151523806";"03.4450.040.02";"5.51.01.0012013";6;1;"K";"45-64";"3-5 dni";"<5"
2022;10;"06";"9452092100";"03.4600.032.02";"5.51.01.0002084";6;2;"M";"65 i wiecej";"0 dni";"<5"
2022;11;"12";"9542274017";"03.4600.030.02";"5.51.01.0002099";6;2;"M";"18-44";"1-2 dni";"<5"
2022;5;"04";"9731025315";"03.4501.030.02";"5.51.01.0018060";3;2;"M";"0-17";"1-2 dni";"<5"
2022;2;"03";"7122410820";"03.4100.030.02";"5.51.01.0005016";2;2;"K";"65 i wiecej";"6 i więcej dni";"<5"
2022;5;"13";"9591291292";"03.4401.030.02";"5.51.01.0014099";3;2;"K";"0-17";"6 i więcej dni";"<5"
2022;6;"01";"6922498023";"03.4580.030.02";"5.51.01.0008043";3;2;"M";"65 i wiecej";"0 dni";"<5"
2022;10;"07";"8381843603";"03.4450.040.02";"5.51.01.0012016";6;1;"K";"18-44";"1-2 dni";"<5"
2022;12;"05";"8331384412";"03.4000.030.02";"5.51.01.0005016";2;9;"K";"65 i wiecej";"6 i więcej dni";"<5"
2022;8;"13";"9591289964";"03.4272.030.02";"5.51.01.0004061";3;2;"K";"65 i wiecej";"6 i więcej dni";"<5"
2022;8;"01";"8862385315";"03.4540.930.02";"5.51.01.0009053";6;2;"K";"45-64";"3-5 dni";"<5"
2022;5;"09";"8652074945";"03.4000.030.02";"5.51.01.0015066";6;1;"K";"65 i wiecej";"6 i więcej dni";"<5"
2022;5;"15";"6651042675";"03.4050.030.02";"5.51.01.0007034";6;2;"M";"65 i wiecej";"1-2 dni";"<5"
2022;6;"12";"6511604392";"03.4401.030.02";"5.51.01.0014021";3;3;"M";"0-17";"1-2 dni";"<5"
2022;9;"06";"7361454039";"03.4500.030.02";"5.51.01.0007044";6;2;"K";"18-44";"1-2 dni";"<5"
2022;7;"03";"7171830083";"03.4450.071.02";"5.51.01.0012002";6;2;"K";"18-44";"1-2 dni";"<5"
2022;3;"04";"9281852023";"03.4060.030.02";"5.51.01.0005052";3;9;"K";"65 i wiecej";"1-2 dni";"<5"
2022;9;"15";"6211536551";"03.4500.030.02";"5.51.01.0009046";3;2;"K";"18-44";"6 i więcej dni";"<5"
2022;3;"16";"8522211119";"03.4500.030.02";"5.51.01.0007043";6;2;"M";"65 i wiecej";"1-2 dni";"<5"
2022;9;"01";"8831788549";"03.4100.030.02";"5.51.01.0005061";6;1;"M";"65 i wiecej";"0 dni";"<5"
2022;9;"08";"7542557814";"03.4540.030.02";"5.51.01.0007044";6;2;"K";"45-64";"3-5 dni";"<5"
2022;5;"02";"8762008352";"03.4220.030.02";"5.51.01.0001030";6;2;"M";"45-64";"3-5 dni";"<5"
2022;12;"09";"7952066984";"03.4100.030.02";"5.51.01.0005061";6;2;"M";"65 i wiecej";"6 i więcej dni";"<5"
2022;3;"10";"8441786376";"03.4401.030.02";"5.51.01.0014006";2;1;"K";"0-17";"1-2 dni";"<5"
2022;12;"01";"9121650658";"03.4500.030.02";"5.51.01.0006073";6;2;"K";"18-44";"1-2 dni";"<5"
2022;2;"07";"5220002529";"03.4071.030.02";"5.51.01.0009007";6;2;"K";"0-17";"0 dni";"<5"
2022;7;"14";"8451995130";"03.4500.030.02";"5.51.01.0006046";3;1;"M";"18-44";"3-5 dni";"<5"
2022;7;"09";"6842120222";"03.4640.030.02";"5.51.01.0011086";6;1;"M";"45-64";"0 dni";"<5"
2022;9;"07";"5242688913";"03.4220.030.02";"5.51.01.0001039";6;2;"K";"45-64";"0 dni";"<5"
2022;8;"02";"8891269126";"03.4000.030.02";"5.51.01.0004048";2;2;"K";"65 i wiecej";"6 i więcej dni";"<5"
2022;12;"06";"7342608458";"03.4501.030.02";"5.51.01.0018075";6;2;"M";"0-17";"1-2 dni";"5"
2022;1;"03";"7171830083";"03.4580.030.02";"5.51.01.0008021";6;1;"K";"18-44";"3-5 dni";"<5"
2022;9;"14";"7393696739";"03.4630.030.02";"5.51.01.0003022";6;2;"M";"45-64";"0 dni";"<5"
2022;2;"15";"7811621544";"03.4021.030.02";"5.51.01.0014099";3;2;"M";"0-17";"3-5 dni";"<5"
2022;3;"14";"7392955819";"03.4450.040.02";"5.51.01.0012015";6;1;"K";"45-64";"1-2 dni";"14"
2022;5;"06";"7342608458";"03.4070.998.02";"5.51.01.0016002";6;9;"M";"65 i wiecej";"6 i więcej dni";"<5"
2022;9;"12";"6312658474";"03.4100.500.02";"5.51.01.0005011";3;2;"M";"65 i wiecej";"6 i więcej dni";"<5"
2022;11;"02";"5571520586";"03.4450.040.02";"5.51.01.0012013";6;1;"K";"18-44";"6 i więcej dni";"<5"
2022;5;"02";"5540312510";"03.4220.030.02";"5.51.01.0001059";3;1;"K";"18-44";"6 i więcej dni";"<5"
2022;10;"03";"7122410820";"03.4500.030.02";"5.51.01.0006042";6;1;"K";"65 i wiecej";"1-2 dni";"<5"
2022;12;"16";"6731857008";"03.4450.040.02";"5.51.01.0013012";6;1;"K";"18-44";"3-5 dni";"<5"
2022;9;"07";"5242688913";"03.4610.030.02";"5.51.01.0003022";6;2;"M";"65 i wiecej";"3-5 dni";"<5"
2022;8;"08";"7542563619";"03.4640.030.02";"5.51.01.0011027";2;2;"M";"45-64";"1-2 dni";"<5"
2022;5;"11";"5922222674";"03.4450.240.02";"5.51.01.0013001";3;1;"K";"18-44";"6 i więcej dni";"13"
2022;10;"13";"9591289964";"03.4500.998.02";"5.51.01.0006037";6;2;"M";"65 i wiecej";"1-2 dni";"<5"
2022;10;"16";"8512537954";"03.4580.030.02";"5.51.01.0008106";6;1;"M";"18-44";"3-5 dni";"<5"
2022;11;"12";"9372300743";"03.4610.032.02";"5.51.01.0003043";6;2;"K";"65 i wiecej";"0 dni";"<5"
2022;12;"07";"1132393221";"03.4520.130.02";"5.51.01.0004001";6;2;"K";"65 i wiecej";"6 i więcej dni";"<5"
2022;11;"09";"8151763728";"03.4450.040.02";"5.51.01.0012002";3;1;"K";"65 i wiecej";"3-5 dni";"<5"
2022;5;"11";"8421770610";"03.4450.040.02";"5.51.01.0012014";6;1;"K";"18-44";"6 i więcej dni";"<5"
2022;7;"16";"8571688560";"03.4221.030.02";"5.51.01.0014050";2;3;"K";"0-17";"3-5 dni";"<5"
2022;6;"05";"7292242712";"03.4030.030.02";"5.51.01.0010027";6;2;"M";"45-64";"3-5 dni";"<5"
2022;5;"11";"8393179849";"03.4640.930.02";"5.51.01.0011031";11;2;"M";"65 i wiecej";"3-5 dni";"<5"
2022;11;"09";"8131501971";"03.4600.130.02";"5.51.01.0002102";6;1;"K";"65 i wiecej";"0 dni";"11"
2022;6;"13";"6641873185";"03.4580.991.02";"5.51.01.0008015";6;1;"M";"45-64";"3-5 dni";"<5"
2022;12;"12";"6491918293";"03.4000.030.02";"5.51.01.0016005";3;2;"K";"45-64";"6 i więcej dni";"<5"
2022;12;"16";"7651495874";"03.4401.030.02";"5.51.01.0004046";3;1;"K";"0-17";"3-5 dni";"<5"
2022;1;"07";"8212056050";"03.4450.250.02";"5.51.01.0013003";6;1;"K";"18-44";"6 i więcej dni";"<5"
2022;11;"01";"6951463978";"03.4000.030.02";"5.51.01.0005052";2;2;"M";"65 i wiecej";"6 i więcej dni";"<5"
2022;5;"03";"7122409395";"03.4540.030.02";"5.51.01.0009005";6;2;"K";"18-44";"1-2 dni";"<5"
2022;12;"03";"9462146139";"03.4000.030.02";"5.51.01.0005094";2;9;"M";"65 i wiecej";"6 i więcej dni";"<5"
2022;5;"01";"6922498023";"03.4500.030.02";"5.51.01.0015024";6;2;"M";"45-64";"1-2 dni";"<5"
2022;10;"05";"7272392503";"03.4200.030.02";"5.51.01.0008108";6;2;"K";"45-64";"6 i więcej dni";"<5"
2022;2;"07";"8121645639";"03.4450.040.02";"5.51.01.0013012";3;2;"K";"18-44";"6 i więcej dni";"<5"
2022;9;"06";"6751199442";"03.4570.030.02";"5.51.01.0001001";2;3;"K";"45-64";"3-5 dni";"<5"
2022;1;"08";"7551839682";"03.4000.030.02";"5.51.01.0011106";3;1;"K";"18-44";"3-5 dni";"<5"
2022;8;"01";"6111213469";"03.4450.050.02";"5.51.01.0012016";3;2;"K";"18-44";"0 dni";"<5"
2022;10;"15";"6191827089";"03.4401.030.02";"5.51.01.0014001";3;1;"K";"0-17";"3-5 dni";"<5"
2022;11;"06";"6782680028";"03.4580.991.02";"5.51.01.0008013";2;2;"K";"65 i wiecej";"6 i więcej dni";"<5"
2022;12;"07";"5242688913";"03.4000.030.02";"5.51.01.0005094";2;2;"M";"45-64";"6 i więcej dni";"<5"
2022;4;"01";"8951645574";"03.4610.030.02";"5.51.01.0006002";6;2;"M";"65 i wiecej";"0 dni";"<5"
2022;3;"03";"7122483842";"03.4500.030.02";"5.51.01.0007037";6;2;"M";"45-64";"6 i więcej dni";"<5"
2022;9;"10";"5461275341";"03.4000.030.02";"5.51.01.0005094";6;2;"M";"65 i wiecej";"6 i więcej dni";"<5"
2022;9;"09";"8132919313";"03.4610.930.02";"5.51.01.0015019";3;2;"M";"65 i wiecej";"1-2 dni";"<5"
2022;9;"03";"7122410820";"03.4580.030.02";"5.51.01.0008033";6;1;"M";"45-64";"0 dni";"<5"
2022;8;"12";"6342346590";"03.4501.030.02";"5.51.01.0018079";6;1;"M";"0-17";"6 i więcej dni";"<5"
2022;1;"11";"8421733833";"03.4401.030.02";"5.51.01.0014004";6;1;"M";"0-17";"3-5 dni";"<5"
2022;12;"02";"5542235340";"03.4501.030.02";"5.51.01.0006046";3;2;"M";"0-17";"3-5 dni";"<5"
2022;9;"13";"6581705655";"03.4401.030.02";"5.51.01.0014022";2;1;"K";"0-17";"1-2 dni";"<5"
2022;12;"09";"6851950733";"03.4060.030.02";"5.51.01.0015066";2;1;"K";"65 i wiecej";"6 i więcej dni";"7"
2022;1;"12";"6471839389";"03.4000.030.02";"5.51.01.0004016";2;2;"M";"65 i wiecej";"6 i więcej dni";"<5"
2022;11;"15";"7842008454";"03.4580.030.02";"5.51.01.0008083";6;2;"M";"45-64";"1-2 dni";"<5"
2022;12;"08";"5761361228";"03.4450.240.02";"5.51.01.0013001";6;1;"K";"18-44";"3-5 dni";"<5"
2022;2;"01";"8951645574";"03.4120.030.02";"5.51.01.0010039";6;3;"K";"65 i wiecej";"6 i więcej dni";"<5"
2022;9;"15";"7792033466";"03.4100.030.02";"5.51.01.0005088";3;1;"K";"18-44";"6 i więcej dni";"<5"
2022;2;"08";"7542563619";"03.4100.030.02";"5.51.01.0005043";6;1;"K";"18-44";"1-2 dni";"<5"
2022;2;"15";"6971598635";"03.4610.030.02";"5.51.01.0003016";6;2;"K";"18-44";"1-2 dni";"<5"
2022;8;"15";"6222256387";"03.4401.030.02";"5.51.01.0014008";3;1;"K";"0-17";"1-2 dni";"<5"
2022;4;"09";"8721907964";"03.4401.030.02";"5.51.01.0014006";3;2;"M";"0-17";"6 i więcej dni";"<5"
2022;12;"15";"2090003114";"03.4401.030.02";"5.51.01.0014030";3;6;"M";"0-17";"6 i więcej dni";"<5"
2022;5;"11";"8393179849";"03.4070.998.02";"5.51.01.0016003";2;1;"M";"65 i wiecej";"1-2 dni";"<5"
2022;4;"07";"9521789325";"03.4610.030.02";"5.51.01.0003016";6;1;"M";"18-44";"0 dni";"<5"
2022;6;"04";"1040001294";"03.4580.030.02";"5.51.01.0008109";2;9;"M";"65 i wiecej";"6 i więcej dni";"<5"
2022;6;"12";"5751653596";"03.4500.030.02";"5.51.01.0007044";3;2;"M";"45-64";"1-2 dni";"<5"
2022;1;"09";"8131502114";"03.4031.030.02";"5.51.01.0010059";6;2;"K";"0-17";"3-5 dni";"<5"
2022;4;"05";"7691787666";"03.4500.930.02";"5.51.01.0009002";3;2;"K";"65 i wiecej";"1-2 dni";"<5"
2022;6;"15";"7811619837";"03.4020.030.02";"5.51.01.0010066";6;2;"M";"65 i wiecej";"3-5 dni";"<5"
2022;4;"16";"8522198181";"03.4220.030.02";"5.51.01.0001049";2;1;"K";"65 i wiecej";"6 i więcej dni";"<5"
2022;7;"03";"5371960760";"03.4220.030.02";"5.51.01.0001057";3;1;"K";"45-64";"6 i więcej dni";"<5"
2022;5;"12";"9542269625";"03.4100.030.02";"5.51.01.0005092";6;2;"M";"65 i wiecej";"1-2 dni";"10"
2022;1;"01";"6111213469";"03.4640.998.02";"5.51.01.0011026";6;2;"M";"65 i wiecej";"3-5 dni";"<5"
2022;3;"13";"6611959864";"03.4220.030.02";"5.51.01.0001038";2;1;"M";"45-64";"3-5 dni";"<5"
2022;8;"06";"6782680028";"03.4341.030.02";"5.51.01.0007016";3;2;"K";"0-17";"6 i więcej dni";"<5"
2022;9;"03";"9222282854";"03.4000.030.02";"5.51.01.0005052";3;9;"K";"65 i wiecej";"6 i więcej dni";"<5"
2022;8;"06";"7371741935";"03.4450.050.02";"5.51.01.0013012";3;6;"K";"18-44";"0 dni";"<5"
2022;6;"13";"6641873185";"03.4100.030.02";"5.51.01.0005027";6;2;"M";"18-44";"1-2 dni";"<5"
2022;11;"03";"7122410926";"03.4640.030.02";"5.51.01.0011000";3;2;"M";"45-64";"6 i więcej dni";"<5"
2022;5;"15";"6652305935";"03.4500.032.02";"5.51.01.0008042";6;1;"M";"18-44";"0 dni";"<5"
2022;1;"07";"5671532011";"03.4580.030.02";"5.51.01.0008063";3;2;"K";"45-64";"3-5 dni";"<5"
2022;5;"07";"1181417683";"03.4421.160.02";"5.51.01.0013021";6;2;"M";"0-17";"6 i więcej dni";"<5"
2022;9;"02";"5542235340";"03.4273.030.02";"5.51.01.0004049";3;2;"K";"0-17";"6 i więcej dni";"<5"
2022;12;"14";"7392955802";"03.4200.030.02";"5.51.01.0009039";2;2;"M";"65 i wiecej";"3-5 dni";"<5"
2022;5;"03";"5651337789";"03.4450.040.02";"5.51.01.0012016";3;2;"K";"18-44";"1-2 dni";"<5"
2022;4;"10";"7181689321";"03.4640.998.02";"5.51.01.0011026";6;1;"M";"65 i wiecej";"1-2 dni";"<5"
2022;11;"16";"8512537954";"03.4500.030.02";"5.51.01.0015023";3;2;"M";"18-44";"1-2 dni";"<5"
2022;5;"16";"5971730353";"03.4500.030.02";"5.51.01.0006046";3;2;"K";"65 i wiecej";"6 i więcej dni";"<5"
2022;7;"07";"5220002529";"03.4500.030.02";"5.51.01.0006046";3;1;"K";"65 i wiecej";"6 i więcej dni";"<5"
2022;3;"05";"7752631681";"03.4000.030.02";"5.51.01.0004028";3;9;"M";"45-64";"6 i więcej dni";"<5"
2022;5;"03";"7122483842";"03.4450.050.02";"5.51.01.0010059";3;1;"K";"18-44";"3-5 dni";"<5"
2022;9;"02";"9532582266";"03.4570.030.02";"5.51.01.0001022";6;2;"K";"45-64";"3-5 dni";"<5"
2022;4;"06";"8691663456";"03.4500.030.02";"5.51.01.0006042";3;9;"M";"65 i wiecej";"6 i więcej dni";"<5"
2022;7;"05";"8361081857";"03.4050.030.02";"5.51.01.0006046";3;2;"M";"45-64";"0 dni";"<5"
2022;1;"12";"9542269625";"03.4130.030.02";"5.51.01.0011105";2;2;"K";"65 i wiecej";"6 i więcej dni";"<5"
2022;8;"15";"6651042675";"03.4501.030.02";"5.51.01.0018057";3;2;"M";"0-17";"1-2 dni";"12"
2022;10;"12";"9542274017";"03.4000.030.02";"5.51.01.0004048";2;2;"K";"65 i wiecej";"6 i więcej dni";"<5"
2022;3;"15";"6182025893";"03.4500.030.02";"5.51.01.0015066";6;2;"M";"45-64";"3-5 dni";"<5"
2022;6;"05";"8361081857";"03.4500.030.02";"5.51.01.0006072";6;2;"M";"65 i wiecej";"1-2 dni";"<5"
2022;6;"06";"6762083306";"03.4000.030.02";"5.51.01.0005052";3;9;"K";"65 i wiecej";"6 i więcej dni";"<5"
2022;10;"01";"8862385315";"03.4340.030.02";"5.51.01.0001057";3;1;"M";"45-64";"6 i więcej dni";"<5"
2022;3;"13";"8641577743";"03.4100.130.02";"5.51.01.0005015";6;2;"M";"65 i wiecej";"6 i więcej dni";"<5"
2022;9;"12";"9542270611";"03.4240.998.02";"5.51.01.0006099";6;1;"K";"65 i wiecej";"6 i więcej dni";"<5"
2022;9;"08";"7543106048";"03.4580.030.02";"5.51.01.0008084";3;2;"M";"18-44";"1-2 dni";"<5"
2022;9;"12";"5771744296";"03.4000.030.02";"5.51.01.0010026";6;1;"K";"65 i wiecej";"6 i więcej dni";"<5"
2022;6;"01";"8992228560";"03.4221.030.02";"5.51.01.0001036";6;2;"M";"0-17";"1-2 dni";"<5"
2022;1;"07";"5671532011";"03.4450.040.02";"5.51.01.0013012";6;2;"K";"18-44";"6 i więcej dni";"<5"
2022;3;"04";"9251723350";"03.4500.030.02";"5.51.01.0006072";3;2;"M";"45-64";"1-2 dni";"<5"
2022;5;"03";"7122410926";"03.4272.998.02";"5.51.01.0004006";6;2;"K";"65 i wiecej";"0 dni";"<5"
2022;12;"07";"8241545030";"03.4450.040.02";"5.51.01.0012014";3;2;"K";"45-64";"1-2 dni";"6"
2022;11;"04";"8522521096";"03.4000.030.02";"5.51.01.0005052";3;9;"K";"65 i wiecej";"6 i więcej dni";"<5"
2022;3;"03";"7122410926";"03.4030.030.02";"5.51.01.0010035";6;2;"M";"65 i wiecej";"6 i więcej dni";"<5"
2022;6;"09";"8132892063";"03.4000.030.02";"5.51.01.0006037";6;2;"K";"45-64";"1-2 dni";"<5"
2022;11;"07";"5671532011";"03.4450.040.02";"5.51.01.0012015";6;2;"K";"18-44";"1-2 dni";"<5"
2022;2;"12";"6312658474";"03.4580.030.02";"5.51.01.0008043";6;2;"M";"65 i wiecej";"1-2 dni";"<5"
2022;1;"05";"7312002395";"03.4500.030.02";"5.51.01.0006046";3;1;"K";"18-44";"3-5 dni";"<5"
2022;7;"03";"7122429274";"03.4500.030.02";"5.51.01.0006042";6;2;"K";"45-64";"1-2 dni";"<5"
2022;8;"01";"6111213469";"03.4450.050.02";"5.51.01.0012014";3;1;"K";"18-44";"1-2 dni";"<5"
2022;10;"05";"7260004820";"03.4580.030.02";"5.51.01.0008100";3;2;"K";"65 i wiecej";"6 i więcej dni";"<5"
2022;12;"07";"5220002529";"03.4272.030.02";"5.51.01.0004028";6;2;"K";"65 i wiecej";"0 dni";"<5"
